census_division,Scenario,Category,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
West South Central,NREL Medium Electrification,Buildings: Space Heating,19.0479378,19.78137948,20.07792633,20.33708135,20.58526354,20.81385095,21.02667198,21.23036992,21.42464882,21.59935353,21.7765484,21.94147096,22.08319951,22.22190639,22.35285658,22.48166984,22.58739738,22.69359979,22.78765379,22.8939176,23.0005052,23.11100533,23.22420736,23.3447997,23.43220005,23.53035823,23.63745042,23.75261733,23.87332,23.98669869,24.11102907,24.23301996,24.35038644,24.46284101
West South Central,NREL Medium Electrification,Buildings: Water Heating,18.79162651,18.73366032,18.66475203,18.57318635,18.47829347,18.38507473,18.30373058,18.24391559,18.20828666,18.19817083,18.21204372,18.25075969,18.30954567,18.3876127,18.48445733,18.59592741,18.71705353,18.84686744,18.98357147,19.1262514,19.26878523,19.4073973,19.54071599,19.66941831,19.84334492,20.01528477,20.18517676,20.35234184,20.5170105,20.67831332,20.83591625,20.98972841,21.1384129,21.28216467
West South Central,NREL Medium Electrification,Industry,153.2334377,158.2144522,163.3443697,166.5231673,170.6820012,175.72139,179.783904,182.5166057,183.959502,184.7002598,185.320835,185.2979291,185.4808044,185.8077172,186.2673805,186.9977181,188.3534215,190.2250708,191.8429961,193.2315315,194.8354538,196.8654681,198.819692,200.7173322,202.3863638,203.7252874,205.2658961,206.6726186,208.0231308,209.4212211,210.8859255,212.5138228,214.3972605,216.5908289
West South Central,NREL Medium Electrification,Transportation: Heavy Duty,0.060835397,0.103967117,0.156914733,0.229221381,0.327456553,0.450456714,0.606876703,0.800634039,1.024185775,1.290473699,1.653588304,2.113772375,2.674052942,3.334378468,4.116261024,5.025402658,6.165631552,7.486358166,8.896140296,10.33839575,11.83374365,13.37841155,14.81423838,16.22157303,17.58913869,18.92257804,20.2227739,21.42386469,22.53580052,23.59657659,24.55069592,25.45902454,26.35530721,27.20871977
West South Central,NREL Medium Electrification,Transportation: Light Duty,0.955841162,1.24057443,1.62910851,2.17344932,2.913702538,3.978168484,5.246976196,6.796667885,8.683447265,11.25346332,14.53327024,18.59283161,22.71747256,26.93748445,31.2777135,35.83306229,40.47663097,44.95771364,49.18212417,53.19656144,56.8796314,60.22014757,63.23079247,65.93200223,68.42756081,70.62579505,72.54922824,74.23620964,75.74065108,77.25045631,78.68518422,80.07694355,81.44360158,82.7955136
West South Central,NREL Medium Electrification,Transportation: Other,0.786388139,0.800047958,0.809419523,0.819658395,0.83086512,0.842118789,0.853471008,0.864629457,0.874802073,0.88416698,0.894119524,0.904727292,0.914421475,0.922861477,0.930820383,0.939231419,0.948612973,0.957877332,0.967180312,0.975993872,0.985179657,0.994490961,1.003079121,1.011282071,1.019364496,1.027580431,1.035602262,1.043304804,1.050919784,1.058426225,1.065639348,1.07283782,1.080221407,1.087522759
East North Central,High Electrification,Buildings Other,334.5410204,334.4566091,338.2138123,339.9694915,342.2606299,345.1002118,348.1977961,351.3550786,354.4709629,357.3401573,360.2641632,363.192397,366.0156329,368.1299857,377.8612005,387.9375091,398.245342,408.8581195,419.761916,431.0090466,442.5814665,454.4927604,466.8108872,479.1928873,484.0991828,489.2864394,494.7785798,500.4942252,506.4562659,512.6715749,519.1129823,525.6577078,532.4215738,539.4527497
East North Central,High Electrification,Buildings: Space Heating,11.58986188,11.6746354,11.98606459,12.54316978,13.34735097,14.38382449,15.62925306,17.05717248,18.64241227,20.36537147,22.20919548,24.15575223,26.18797294,28.29037701,30.69682236,33.38830453,36.35581089,39.59899869,43.12140402,46.93092635,51.02439045,55.38731833,59.98846976,64.78130116,69.40391073,73.80917362,77.96477548,81.84756064,85.43854163,88.72388449,91.69638786,94.34800558,96.67320739,98.67302222
East North Central,High Electrification,Buildings: Water Heating,16.98083467,17.02088324,16.98844731,16.88883342,16.73300788,16.52825195,16.28020966,15.99203791,15.66459773,15.29748163,14.89043053,14.44460187,13.96324029,13.45153518,13.11471339,12.96348653,13.00456801,13.23920611,13.66289141,14.26607036,15.03540682,15.95510159,17.00803163,18.17672753,19.31534372,20.40683025,21.43627956,22.39184867,23.26533893,24.05244836,24.75272393,25.36924384,25.90806749,26.37751401
East North Central,High Electrification,Industry,193.7290947,195.3564191,199.5055044,203.5710914,207.5564687,211.4647095,215.2986804,219.061049,222.7542923,226.3807037,229.9424002,233.4413291,236.8792743,240.2578627,248.123637,255.8272379,263.3763317,270.7781366,278.0394405,285.1666189,292.1656513,299.0421371,305.8013109,312.4480564,318.9869207,325.4221268,331.7575859,337.9969094,344.1434201,350.2001619,356.1699109,362.0551837,367.858247,373.5811258
East North Central,High Electrification,Transportation: Heavy Duty,0.000113501,0.000104535,0.137519814,0.405081435,0.795137466,1.306976997,1.931284337,2.667876417,3.511878608,4.451842113,5.492679875,6.63166232,7.874841892,9.20964274,10.95662633,13.11785257,15.67475453,18.64010912,21.98893165,25.69419062,29.7108656,34.01257307,38.49940732,43.17546475,47.63339459,51.90356226,55.999043,59.92450165,63.68197712,67.25693165,70.63930602,73.80512878,76.72152855,79.35038421
East North Central,High Electrification,Transportation: Light Duty,0.148493618,0.132625696,0.619813276,1.518438181,2.809420366,4.463227686,6.453510711,8.760482466,11.36479873,14.24991464,17.39991301,20.80182991,24.45261852,28.37638434,32.57195287,37.12856335,42.09299559,47.39173088,52.8244633,58.17262829,63.31822253,68.24772764,72.99075745,77.58168561,81.70657734,85.40974565,88.73083301,91.71136913,94.39685293,96.8310175,99.05299499,101.0899826,102.9525667,104.6333088
East North Central,High Electrification,Transportation: Other,1.187489806,1.268198665,1.34842493,1.428171682,1.507441981,1.586238862,1.664565337,1.742424395,1.819819004,1.896752107,1.973226626,2.049245462,2.124811492,2.199927572,2.761572322,3.323352594,3.885074235,4.446533976,5.007519148,5.5678074,6.127166405,6.685353556,7.242115662,7.797188627,8.35029713,8.901154289,9.449461317,9.99490718,10.53716823,11.07590784,11.61077603,12.14140907,12.6674291,13.1884437
East North Central,Reference,Buildings Other,335.8163607,336.6610983,339.7684766,340.8504507,342.4660929,344.5135658,346.7544589,349.0269933,351.2105323,353.0773114,354.9422276,356.7867252,358.5390545,359.5848858,360.7305291,362.0952441,363.4871772,364.944303,366.4554595,368.0864257,369.8360252,371.6970436,373.7121919,375.5098803,377.5983678,379.9247873,382.525563,385.3228527,388.3463956,391.6080372,395.081979,398.6395263,402.4020092,406.4194069
East North Central,Reference,Buildings: Space Heating,11.59546442,11.68691928,11.77604578,11.86232199,11.94604133,12.02706397,12.10568927,12.18190272,12.25532165,12.32617227,12.39463111,12.4602471,12.5229439,12.58299129,12.64066316,12.69553212,12.74729175,12.79538029,12.83865868,12.87634812,12.90699964,12.92961148,12.94355169,12.94867811,12.94618504,12.93673264,12.92181376,12.90286777,12.88080034,12.85630847,12.83024298,12.80290308,12.77441817,12.74512563
East North Central,Reference,Buildings: Water Heating,16.97338814,17.00518624,17.03216902,17.05906256,17.09260108,17.13553767,17.18953906,17.25518834,17.33212689,17.41928965,17.51518477,17.61816876,17.72667417,17.83936089,17.95790777,18.08159504,18.20990132,18.34243665,18.47888433,18.61895868,18.76238005,18.90886439,19.0581239,19.20987503,19.36385038,19.51981087,19.67755526,19.8369252,19.99780507,20.16011742,20.32381566,20.48887595,20.65528971,20.82305773
East North Central,Reference,Industry,193.7290947,195.3564191,196.9974131,198.6521913,200.3208697,202.003565,203.700395,205.4114783,207.1369347,208.876885,210.6314508,212.400755,214.1849213,215.9840747,217.7983409,219.627847,221.4727209,223.3330917,225.2090897,227.1008461,229.0084932,230.9321645,232.8719947,234.8281194,236.8006756,238.7898013,240.7956357,242.818319,244.8579929,246.9148,248.9888843,251.080391,253.1894662,255.3162578
East North Central,Reference,Transportation: Heavy Duty,0.000141689,0.000143079,0.003105761,0.008962199,0.017566605,0.028907348,0.042798493,0.059221831,0.078070509,0.099123669,0.122472353,0.148055666,0.175958597,0.205893595,0.237750543,0.271360475,0.30634158,0.342817604,0.380718239,0.420071887,0.460531256,0.501468955,0.541731881,0.581457415,0.621512018,0.66223923,0.703816009,0.746343183,0.789919937,0.834559291,0.880287265,0.927010751,0.974458087,1.022188748
East North Central,Reference,Transportation: Light Duty,0.148493618,0.132625696,0.27261247,0.547702116,0.885833672,1.284688989,1.741211278,2.253721423,2.820531983,3.389665952,3.960721742,4.532787137,5.106218506,5.68510525,6.280144593,6.901681376,7.551561899,8.213414262,8.855364721,9.42877384,9.922998867,10.34385548,10.70293635,11.01184534,11.28608566,11.53419565,11.76374389,11.98118359,12.19183081,12.40027092,12.61035946,12.82511884,13.04609524,13.27305918
East North Central,Reference,Transportation: Other,1.020517509,1.018476474,1.016439521,1.014406642,1.012377829,1.010353073,1.008332367,1.006315702,1.004303071,1.002294465,1.000289876,0.998289296,0.996292717,0.994300132,0.992311532,0.990326909,0.988346255,0.986369562,0.984396823,0.982428029,0.980463173,0.978502247,0.976545243,0.974592152,0.972642968,0.970697682,0.968756286,0.966818774,0.964885136,0.962955366,0.961029455,0.959107396,0.957189182,0.955274803
East South Central,High Electrification,Buildings Other,174.9397851,174.3488109,175.1410054,174.973495,174.7632061,174.7826903,174.9597804,175.1735205,175.4131371,175.6363548,175.9899463,176.4678966,177.034537,177.4242232,179.3942628,181.527981,183.7624946,186.1131715,188.5585162,191.1143316,193.7766348,196.5497435,199.4566431,202.3427013,203.9693001,205.6941385,207.5255373,209.4282803,211.4145873,213.4915526,215.6513646,217.8436646,220.1210665,222.5074105
East South Central,High Electrification,Buildings: Space Heating,12.39743764,12.49267555,12.6134796,12.75728868,12.91980329,13.09501008,13.27695358,13.45971543,13.63780351,13.80739598,13.96531422,14.10806147,14.23289306,14.33768559,14.4600191,14.59797907,14.750306,14.91580518,15.092651,15.2793628,15.47309861,15.67108614,15.8705922,16.06934372,16.25051138,16.41438962,16.56285551,16.69784771,16.82040302,16.93093313,17.0296907,17.11580009,17.18802696,17.2456023
East South Central,High Electrification,Buildings: Water Heating,18.02216742,18.06936231,17.99829634,17.81498482,17.53345385,17.16469927,16.71762625,16.1976392,15.60690607,14.94584264,14.21507002,13.4170817,12.55707213,11.64274094,10.82848944,10.12688121,9.547287733,9.094566426,8.768615358,8.564683014,8.474198349,8.485845636,8.58667362,8.76312938,8.973705525,9.205857034,9.448489667,9.692344035,9.930162694,10.15667808,10.36847209,10.56375356,10.74208869,10.90411282
East South Central,High Electrification,Industry,101.2548419,102.0648806,104.2958821,106.5110997,108.7099917,110.8920076,113.0565878,115.2031634,117.3311565,119.4399797,121.5290359,123.5977186,125.6454114,127.6714878,133.1228735,138.5390722,143.9189624,149.2614049,154.5652423,159.8292991,165.052381,170.2332746,175.3707478,180.4635487,185.5104059,190.5100277,195.4611025,200.3622977,205.2122601,210.009615,214.7529665,219.4408964,224.0719649,228.6447091
East South Central,High Electrification,Transportation: Heavy Duty,0,0,0.049022418,0.144791105,0.285117187,0.46993588,0.696298685,0.963896344,1.27098214,1.614016263,1.994461407,2.411328324,2.865886677,3.353338817,3.98178188,4.748620155,5.645377927,6.675461342,7.835034059,9.121958225,10.52383022,12.02560589,13.59025131,15.2190648,16.77288253,18.26284342,19.69337088,21.06546805,22.37918931,23.62916332,24.81106214,25.9156617,26.93048279,27.841371
East South Central,High Electrification,Transportation: Light Duty,0.038946036,0.034784173,0.279313523,0.727331661,1.36950504,2.191289817,3.179737506,4.325069912,5.617835092,7.04982032,8.613121222,10.30130102,12.11272435,14.05931006,16.14104625,18.40227333,20.86644916,23.49738414,26.19596173,28.85386484,31.41254404,33.86526863,36.22670216,38.51385601,40.56972878,42.4161983,44.07283467,45.56022474,46.90089476,48.11653386,49.22645575,50.24413488,51.17480148,52.01473221
East South Central,High Electrification,Transportation: Other,0.548285796,0.615255031,0.681791028,0.747896806,0.813575356,0.878829648,0.943662628,1.008077218,1.072076318,1.135662801,1.198839523,1.261609311,1.323974976,1.385939301,1.738762577,2.091710139,2.44465301,2.797456128,3.14997816,3.502071308,3.85358112,4.204346285,4.554198427,4.902961896,5.250453553,5.596482544,5.940850073,6.283349175,6.623764467,6.96187191,7.297438554,7.630222284,7.959971548,8.286425094
East South Central,Reference,Buildings Other,175.6497099,175.5764423,176.6285792,176.8042837,176.9934865,177.381841,177.9418698,178.5434488,179.1206818,179.63391,180.2560128,180.9866582,181.79925,182.4313497,183.2774915,184.31591,185.4462194,186.6477194,187.8756924,189.142625,190.4415643,191.7684151,193.1397688,194.3906544,195.7335151,197.1423827,198.6326335,200.1727138,201.7799331,203.4653932,205.2236486,207.0036146,208.8619831,210.8246671
East South Central,Reference,Buildings: Space Heating,12.40498438,12.50923234,12.60984271,12.70621549,12.79849231,12.88668452,12.97127859,13.05237624,13.12963302,13.20332748,13.27368296,13.34026071,13.40302038,13.46227851,13.51926204,13.57350945,13.62466218,13.67206709,13.71444659,13.75094638,13.78003904,13.8007439,13.81252215,13.81536905,13.81061317,13.79901751,13.7821774,13.76158693,13.73814908,13.71253221,13.68555864,13.65745416,13.62826772,13.59828851
East South Central,Reference,Buildings: Water Heating,18.01186435,18.04916057,18.08158765,18.11404873,18.15349708,18.20278971,18.26365493,18.33669558,18.42153642,18.51706842,18.62173911,18.73383828,18.85173469,18.97403346,19.10244053,19.23620638,19.37478898,19.51778428,19.6648655,19.81573898,19.970118,20.12771171,20.28822554,20.4513694,20.61686976,20.78448213,20.9540009,21.12526444,21.29815494,21.47259371,21.64853374,21.82595131,22.00483834,22.18519623
East South Central,Reference,Industry,101.2548419,102.0648806,102.8813996,103.7044508,104.5340864,105.3703591,106.213322,107.0630286,107.9195328,108.7828891,109.6531522,110.5303774,111.4146204,112.3059374,113.2043849,114.11002,115.0229001,115.9430833,116.870628,117.805593,118.7480378,119.6980221,120.6556062,121.6208511,122.5938179,123.5745684,124.563165,125.5596703,126.5641477,127.5766608,128.5972741,129.6260523,130.6630607,131.7083652
East South Central,Reference,Transportation: Heavy Duty,0,0,0.001083493,0.003238426,0.006422467,0.010635107,0.015816181,0.021953514,0.029007758,0.036909923,0.04568687,0.055315945,0.06580877,0.077053296,0.088975671,0.101465156,0.114372471,0.127743594,0.141629871,0.156133547,0.171157169,0.186392109,0.201383197,0.216175143,0.231099115,0.24628907,0.261806868,0.277680446,0.29393202,0.310553242,0.327532023,0.344810182,0.362265528,0.379721318
East South Central,Reference,Transportation: Light Duty,0.038946036,0.034784173,0.107492227,0.246889849,0.417343011,0.617746251,0.846609713,1.103105533,1.386420079,1.670791437,1.955962021,2.241445856,2.527318408,2.815554625,3.111538667,3.420428833,3.743257838,4.072036637,4.391056726,4.676237288,4.922293243,5.132090797,5.311367573,5.465859377,5.603136441,5.727417638,5.842448584,5.951426403,6.05698845,6.161411637,6.266609981,6.374083599,6.484602046,6.598050628
East South Central,Reference,Transportation: Other,0.411384935,0.410562165,0.409741041,0.408921558,0.408103715,0.407287508,0.406472933,0.405659987,0.404848667,0.40403897,0.403230892,0.40242443,0.401619581,0.400816342,0.400014709,0.39921468,0.398416251,0.397619418,0.396824179,0.396030531,0.39523847,0.394447993,0.393659097,0.392871779,0.392086035,0.391301863,0.390519259,0.389738221,0.388958744,0.388180827,0.387404465,0.386629656,0.385856397,0.385084684
Middle Atlantic,High Electrification,Buildings Other,267.3253068,265.9341181,267.6185735,267.8802479,268.2670339,268.9134858,269.6875584,270.4929833,271.3302944,272.1243514,273.097287,274.227407,275.4581953,276.407204,285.913551,295.9940071,306.5611377,317.6457095,329.2197034,341.2888086,353.7971995,366.7262329,380.1024599,393.6819192,398.7723928,404.0618482,409.547328,415.1616626,420.9105936,426.7937119,432.7938241,438.835614,445.0022506,451.3331604
Middle Atlantic,High Electrification,Buildings: Space Heating,8.458714071,8.520771085,8.7922711,9.28254103,9.984951236,10.87927095,11.93897555,13.13629581,14.44594936,15.84836515,17.32708752,18.86532926,20.44760124,22.05993883,23.7786979,25.59204982,27.49364523,29.48090108,31.55154208,33.70409336,35.9291944,38.21114489,40.52646441,42.84635327,45.03173176,47.06196749,48.92660824,50.62150712,52.14539543,53.49994406,54.69024546,55.72036191,56.5949861,57.32143438
Middle Atlantic,High Electrification,Buildings: Water Heating,13.36137207,13.39258133,13.38684545,13.34801345,13.28343101,13.19721316,13.0923763,12.97041257,12.83140952,12.67464642,12.49944417,12.30595782,12.09562384,11.87109786,11.77966284,11.82839247,12.02155995,12.35945802,12.83817081,13.45020987,14.18559898,15.03293633,15.98020859,17.01539759,18.01851593,18.97774928,19.88258493,20.72446574,21.49725867,22.19753751,22.82467722,23.38075325,23.8702462,24.29957958
Middle Atlantic,High Electrification,Industry,70.82315238,71.06395109,72.53787013,73.97134996,75.36579737,76.72253987,78.04282863,79.32784139,80.5786851,81.79639865,82.98195531,84.13626516,85.26017742,86.35448266,89.94205659,93.44090422,96.85420887,100.1849787,103.4360536,106.6101111,109.7096729,112.7371106,115.6946515,118.5843836,121.4082611,124.1681094,126.8656296,129.5024031,132.0798962,134.599464,137.0623545,139.4697124,141.8225829,144.1219148
Middle Atlantic,High Electrification,Transportation: Heavy Duty,0.000190919,0.000175836,0.092414336,0.27329812,0.537767808,0.885330789,1.309815939,1.810972762,2.385504402,3.025915534,3.735383569,4.51205244,5.359626807,6.269530607,7.454626455,8.914547905,10.63622894,12.62780057,14.87415481,17.35953027,20.0546896,22.93965088,25.94685881,29.07909101,32.06527515,34.92564579,37.66895382,40.29815029,42.81442983,45.20806261,47.47213151,49.59041925,51.54070431,53.29730599
Middle Atlantic,High Electrification,Transportation: Light Duty,0.145703194,0.130133625,0.483969469,1.139819888,2.083540154,3.293378442,4.749882143,6.438513817,8.344917075,10.45697913,12.76304698,15.25362899,17.92663639,20.7997588,23.87138125,27.20676185,30.83984488,34.71645742,38.68962711,42.59919034,46.35876278,49.95847908,53.42005815,56.76872184,59.77627683,62.475307,64.89496435,67.06567655,69.02081644,70.7924129,72.40924841,73.89125967,75.24622615,76.46874514
Middle Atlantic,High Electrification,Transportation: Other,1.122424969,1.226412365,1.329253227,1.430958632,1.531539558,1.631006879,1.729371374,1.826643722,1.922834504,2.017954206,2.112013217,2.205021832,2.296990252,2.387928583,3.062925666,3.738317065,4.413819207,5.089134957,5.763953204,6.437948436,7.11078031,7.782093202,8.451515755,9.118660407,9.783122913,10.44448185,11.10229811,11.7561144,12.40545466,13.0498236,13.68870606,14.32156648,14.94784832,15.56697341
Middle Atlantic,Reference,Buildings Other,268.2655725,267.6011995,268.2596039,267.4907297,266.845768,266.3494013,265.9249166,265.5078268,265.0653032,264.4958392,264.031874,263.6792111,263.4157882,262.8614789,262.6673165,262.862979,263.2967194,263.9642683,264.8304831,265.9071674,267.1528792,268.5261793,270.0272885,271.3929954,272.9616675,274.6889779,276.5920695,278.6150594,280.7738239,283.0740494,285.4999908,287.9712063,290.5719929,293.3395424
Middle Atlantic,Reference,Buildings: Space Heating,8.464753599,8.53392798,8.600788472,8.664927319,8.726677961,8.786025683,8.843278088,8.898489349,8.951419782,9.002262824,9.051178071,9.097872336,9.142322958,9.184752114,9.225518399,9.264321358,9.300941745,9.334966098,9.365553009,9.392135828,9.413665231,9.429437824,9.439029982,9.442372306,9.440374674,9.433507343,9.422826408,9.409338061,9.393662647,9.376275798,9.357770513,9.338340502,9.31806287,9.29717852
Middle Atlantic,Reference,Buildings: Water Heating,13.77310585,14.02288405,14.26753768,14.50213568,14.72481662,14.93262428,15.12401922,15.29881372,15.45798595,15.60340634,15.73750973,15.86295315,15.98230496,16.09780799,16.21339346,16.33037572,16.44958845,16.57147844,16.69621437,16.82378336,16.9540635,17.08687282,17.22200097,17.35923076,17.49835393,17.63918335,17.78156136,17.92536403,18.07050096,18.21691168,18.36455976,18.51342617,18.66350306,18.81478869
Middle Atlantic,Reference,Industry,70.82315238,71.06395109,71.30556853,71.54800746,71.79127069,72.03536101,72.28028123,72.52603419,72.77262271,73.02004962,73.26831779,73.51743007,73.76738934,74.01819846,74.26986033,74.52237786,74.77575394,75.02999151,75.28509348,75.5410628,75.79790241,76.05561528,76.31420437,76.57367266,76.83402315,77.09525883,77.35738271,77.62039781,77.88430716,78.14911381,78.4148208,78.68143119,78.94894805,79.21737448
Middle Atlantic,Reference,Transportation: Heavy Duty,0.000238332,0.000240671,0.00224028,0.006273673,0.012238673,0.020122886,0.029799964,0.041253239,0.05440904,0.069121736,0.0854498,0.103350638,0.122872688,0.143818209,0.166101483,0.189536428,0.213866687,0.239173307,0.265420538,0.292634508,0.320569068,0.348763124,0.376429125,0.403663565,0.43106154,0.458862406,0.487189114,0.516112193,0.545700892,0.575968577,0.606935174,0.638539173,0.670598089,0.702816818
Middle Atlantic,Reference,Transportation: Light Duty,0.145703194,0.130133625,0.229201796,0.427580133,0.672355177,0.961782532,1.293591223,1.666545151,2.079375359,2.493989115,2.9101599,3.32725688,3.745653268,4.168402063,4.60323064,5.057689656,5.533000906,6.017029828,6.486323145,6.905213862,7.265919414,7.572723244,7.834130879,8.05866577,8.257838137,8.437921803,8.604470287,8.762214065,8.915045299,9.066318454,9.218854687,9.374865991,9.535481142,9.700533231
Middle Atlantic,Reference,Transportation: Other,0.907325538,0.905510887,0.903699865,0.901892465,0.90008868,0.898288503,0.896491926,0.894698942,0.892909544,0.891123725,0.889341478,0.887562795,0.885787669,0.884016094,0.882248062,0.880483565,0.878722598,0.876965153,0.875211223,0.8734608,0.871713879,0.869970451,0.86823051,0.866494049,0.864761061,0.863031539,0.861305476,0.859582865,0.857863699,0.856147972,0.854435676,0.852726804,0.851021351,0.849319308
Mountain,High Electrification,Buildings Other,172.997789,172.952827,174.9543068,175.3104257,175.9678322,176.9498185,178.1015878,179.3031266,180.4919464,181.5544148,182.7498274,184.0812724,185.4914241,186.5497861,190.0297138,193.6699741,197.3817112,201.2025689,205.1030794,209.1111151,213.2206214,217.4386399,221.8056845,226.0710879,228.1559711,230.3556869,232.6938835,235.1208023,237.6637697,240.3399597,243.1397089,245.9812759,248.9521306,252.0904879
Mountain,High Electrification,Buildings: Space Heating,6.395108994,6.443107435,6.53880819,6.682390559,6.870515612,7.096939188,7.354510642,7.636022147,7.934950129,8.246460318,8.566537572,8.891022341,9.216338257,9.53947948,9.914885226,10.33799597,10.80590458,11.31683269,11.86913625,12.46178283,13.09170996,13.75456742,14.44416278,15.15293324,15.82969663,16.46912184,17.06849426,17.62622484,18.14072791,18.61063582,19.03519478,19.41293087,19.74246987,20.0234739
Mountain,High Electrification,Buildings: Water Heating,9.716781225,9.738941094,9.716401015,9.652283319,9.553110119,9.423316074,9.266362251,9.084211347,8.877442545,8.645876588,8.389435435,8.108908135,7.806351659,7.484999014,7.251480604,7.111952065,7.070377405,7.12772958,7.281842709,7.527814537,7.858704092,8.266257602,8.741532111,9.275423672,9.800004276,10.30652797,10.78733246,11.23626931,11.64896693,12.0229365,12.35753853,12.65382818,12.91429851,13.14254925
Mountain,High Electrification,Industry,80.69568552,81.48650324,82.82096369,84.1432885,85.45315787,86.75024639,88.03422301,89.30475097,90.56148766,91.8040846,93.03218731,94.24543527,95.44346182,96.62589404,99.84016048,103.0293485,106.1928534,109.3300592,112.4403384,115.5230522,118.5775499,121.6031692,124.5992353,127.5650616,130.4999489,133.4031853,136.2740463,139.1117943,141.9156787,144.6849355,147.4187871,150.1164421,152.7770955,155.3999278
Mountain,High Electrification,Transportation: Heavy Duty,0,0,0.10136027,0.297080006,0.583016208,0.958386084,1.417692636,1.959412562,2.579739367,3.272735973,4.040136598,4.879815312,5.792720208,6.770628891,7.990822322,9.446960389,11.12218307,13.01863419,15.13182206,17.46396322,19.99636112,22.69451632,25.49188341,28.39173542,31.15325935,33.79855934,36.33672123,38.77061388,41.10203953,43.32465417,45.43403897,47.41781309,49.25794182,50.93314988
Mountain,High Electrification,Transportation: Light Duty,0.098594101,0.088058185,0.321164035,0.753607694,1.376296233,2.174933753,3.136863361,4.252526121,5.512728075,6.909476346,8.435108615,10.08338027,11.85282791,13.75519842,15.79064088,18.00247053,20.41351317,22.98820954,25.62947685,28.23128014,30.73630667,33.1379614,35.4505852,37.69081309,39.70472004,41.51368734,43.13684036,44.59431884,45.90815301,47.09956329,48.18742349,49.18491347,50.09714541,50.92046774
Mountain,High Electrification,Transportation: Other,0.591560547,0.62997363,0.66814911,0.706088561,0.743793543,0.781265605,0.818506283,0.855517102,0.892299575,0.928855202,0.965185474,1.001291867,1.03717585,1.072838876,1.350139215,1.62756472,1.905014567,2.182383203,2.459560202,2.736430119,3.012872334,3.2887609,3.563964381,3.838345686,4.111761906,4.384064134,4.655097296,4.924699963,5.192704168,5.458935213,5.723211478,5.985344215,6.245137343,6.502387242
Mountain,Reference,Buildings Other,173.7445904,174.2228304,176.271305,176.6861762,177.434005,178.4693899,179.6570874,180.8879465,182.0824037,183.1185097,184.2714787,185.5582394,186.933949,187.9549979,189.0516858,190.2934494,191.5532805,192.848385,194.1439762,195.4711241,196.8275687,198.2133042,199.6618499,200.9061719,202.2814229,203.7496417,205.3401683,207.0039871,208.772438,210.66573,212.6751856,214.715502,216.879087,219.2063949
Mountain,Reference,Buildings: Space Heating,6.398727731,6.4509886,6.501656065,6.550408194,6.597281327,6.642221878,6.685426305,6.72691023,6.766475707,6.804256246,6.840363235,6.874571002,6.906862303,6.937407908,6.966778093,6.994751809,7.021160612,7.045678146,7.067645322,7.086593753,7.101694526,7.112384969,7.118332954,7.119499092,7.116555324,7.109910407,7.100418575,7.088893452,7.0758487,7.061674751,7.04683311,7.03146999,7.015629228,6.99946305
Mountain,Reference,Buildings: Water Heating,9.710976293,9.727559068,9.741354558,9.755125679,9.772790224,9.795957806,9.825601813,9.862061332,9.905124279,9.954165065,10.00830815,10.0665891,10.12808788,10.19201768,10.2593388,10.32962823,10.40258009,10.4779664,10.55560281,10.63532368,10.71696719,10.80036905,10.88536282,10.97178447,11.0594792,11.14830854,11.23815586,11.32892923,11.42056136,11.51300689,11.60623806,11.70023986,11.79500543,11.89053224
Mountain,Reference,Industry,80.69568552,81.48650324,82.28507097,83.09146466,83.90576102,84.72803747,85.55837224,86.39684429,87.24353336,88.09851999,88.96188549,89.83371196,90.71408234,91.60308035,92.50079054,93.40729828,94.32268981,95.24705217,96.18047328,97.12304192,98.07484773,99.03598123,100.0065339,100.9865979,101.9762665,102.975634,103.9847952,105.0038462,106.0328839,107.0720061,108.1213118,109.1809006,110.2508735,111.331332
Mountain,Reference,Transportation: Heavy Duty,0,0,0.002921734,0.008532861,0.016702955,0.027373559,0.040392929,0.055689822,0.07314617,0.092623988,0.114133521,0.137609905,0.163045543,0.190277107,0.218510058,0.24769702,0.277591252,0.308124674,0.339190559,0.370823955,0.402793849,0.434465419,0.46504863,0.494696792,0.524103249,0.553593769,0.583352181,0.613505016,0.644180706,0.675475832,0.707487064,0.740232637,0.773609229,0.807398647
Mountain,Reference,Transportation: Light Duty,0.098594101,0.088058185,0.153144806,0.283785492,0.445149077,0.636073616,0.855090749,1.101391193,1.374204022,1.648371954,1.923702617,2.199767311,2.476782084,2.756760633,3.045012696,3.346504743,3.662087953,3.983760283,4.296014552,4.575223134,4.816191486,5.021716101,5.197407558,5.348873105,5.483490776,5.605384517,5.718217077,5.825115706,5.928660989,6.031081319,6.134249816,6.239634456,6.347988796,6.459200351
Mountain,Reference,Transportation: Other,0.511961218,0.510937295,0.509915421,0.50889559,0.507877799,0.506862043,0.505848319,0.504836622,0.503826949,0.502819295,0.501813657,0.500810029,0.499808409,0.498808792,0.497811175,0.496815552,0.495821921,0.494830277,0.493840617,0.492852936,0.49186723,0.490883495,0.489901728,0.488921925,0.487944081,0.486968193,0.485994256,0.485022268,0.484052223,0.483084119,0.482117951,0.481153715,0.480191407,0.479231025
