,Demand Area,Electrification Type,ID,Use,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054
20,NY_H_Millwood,SH,NY_H_Millwood_capacity_SH20,,,,,,,,,-196.95344296068853,-198.09616938981057,-199.78428046263448,-200.85974550546445,-200.89905027679217,-199.765383057221,-197.6238077254745,-194.35892001920018,-190.11454115096527,-185.12175042277678,-179.44098679516196,-173.06241013516973,-166.20465049198415,-158.797437350662,-151.81521437393653,-145.1047682371914,-138.6442339154016,-132.5239211457516,-126.57427218402553,-120.82002082800014,-115.18502490152153,-109.79364660827245,-104.57874823122656,-99.66527665656353,-95.18297547207261,-91.0986912002009,-87.59816485283514,-84.59542939619692,-82.16368564821443,-80.17285898650677,-78.70212018361877,-77.56000438014341,-76.77343464362917,-76.28553084641294,,,,
21,NY_I_Dunwoodie,SH,NY_I_Dunwoodie_capacity_SH21,,,,,,,,,-397.9428171074482,-400.2516864907507,-403.6625010762256,-405.83546937985545,-405.91488434814846,-403.6243190234865,-399.2972836198298,-392.7006047710442,-384.1248720582432,-374.0369793170139,-362.55904297169303,-349.6711811143109,-335.81513396717,-320.8489205308231,-306.7413962384701,-293.1829948235877,-280.12953818233694,-267.76349639844517,-255.74227943956097,-244.11586174135323,-232.73039866102778,-221.83716301174945,-211.30050358658318,-201.37287454488597,-192.3164217422996,-184.06415884918184,-176.9913740575617,-170.92437168034743,-166.01105337014795,-161.98860441864275,-159.016988722809,-156.70935310362034,-155.12009539837464,-154.13428977536557,,,,
22,NY_J_NYC,SH,NY_J_NYC_capacity_SH22,,,,,,,,,-3514.085302666927,-3534.4740711453146,-3564.593708665252,-3583.7823851551334,-3584.4836692615254,-3564.2565371305805,-3526.0460936637637,-3467.7932714180192,-3392.064159118156,-3302.981722916618,-3201.6243276274654,-3087.8164035015243,-2965.4587944692666,-2833.297719027509,-2708.719408673465,-2588.9901986175587,-2473.719968423572,-2364.520043668539,-2258.3651389451825,-2155.696559944529,-2055.155761732746,-1958.961641251158,-1865.9163130446523,-1778.249106084267,-1698.2749331133994,-1625.402262720108,-1562.9451256223238,-1509.369679682669,-1465.981989494673,-1430.4612359252078,-1404.2200007703486,-1383.842127204881,-1369.807982337665,-1361.1026988090334,,,,
23,NY_K_LongIsland,SH,NY_K_LongIsland_capacity_SH23,,,,,,,,,-1382.3737040201793,-1390.3942541703102,-1402.2427414140839,-1409.7911984121056,-1410.0670701181762,-1402.1101046044646,-1387.0788496069295,-1364.163307517964,-1334.3729283849723,-1299.329607950604,-1259.4575542331354,-1214.6877014633612,-1166.5545667655192,-1114.5649365630136,-1065.5582205922892,-1018.4590475987414,-973.1139516912552,-930.1567974218991,-888.3974955828211,-848.0096473618602,-808.4588272597731,-770.6179067408042,-734.0156606607262,-699.529064244026,-668.0687597284281,-639.4020500111188,-614.8326111625981,-593.7570591286375,-576.6891746499821,-562.715992028563,-552.3931938279737,-544.376929527454,-538.8561663268208,-535.4316748875017,,,,
24,PJM_AEP,SH,PJM_AEP_capacity_SH24,,,,,,,,,-2600.18857178919,-2622.180730316574,-2643.3677153339713,-2663.630286142659,-2683.0105171405266,-2701.526138269005,-2719.293586280674,-2736.3455617158834,-2752.6173538364255,-2768.1713985955685,-2783.0563453711966,-2797.181195669748,-2810.53888285762,-2823.1979921061884,-2835.3811097024563,-2846.9939456079883,-2857.96259566898,-2868.149361395195,-2877.283320360849,-2885.1796341250815,-2891.511304380456,-2896.0656367078063,-2898.7236874280115,-2899.480471072122,-2898.6124105040103,-2896.2800503940193,-2892.8201116263867,-2888.54899914732,-2883.659297222862,-2878.2944207034375,-2872.6302335775645,-2866.7176650766587,-2860.5702209760016,-2854.2508805821267,,,,
25,PJM_AlleghenyPower,SH,PJM_AlleghenyPower_capacity_SH25,,,,,,,,,-985.9952824158416,-994.3347408664343,-1002.3688763527673,-1010.0524726287234,-1017.4014843670827,-1024.4226347873835,-1031.1600768752935,-1037.6262107232003,-1043.7964979252033,-1049.6946142854515,-1055.3390077186868,-1060.6951714640027,-1065.7604258436745,-1070.5607784542879,-1075.1806343391138,-1079.58423857865,-1083.7435666104495,-1087.6064029670497,-1091.0700134711592,-1094.0643071175818,-1096.46528567327,-1098.192295105602,-1099.2002317987246,-1099.4872052555722,-1099.158035427547,-1098.2736010867854,-1096.9615872815768,-1095.3419752270058,-1093.487793156427,-1091.4534241893884,-1089.3055562057261,-1087.0635016439514,-1084.7323819136652,-1082.336078859363,,,,
26,PJM_AtlanticElec,SH,PJM_AtlanticElec_capacity_SH26,,,,,,,,,-194.68696661895075,-196.33361128140052,-197.9199692438924,-199.4371124578289,-200.88819120891847,-202.27453301184732,-203.60485597206699,-204.88160851546323,-206.09994547908687,-207.2645417032481,-208.37903976983932,-209.43662624199257,-210.43677201136734,-211.3846123358888,-212.29681317951733,-213.16631465368775,-213.987583246069,-214.75030889620527,-215.43420651176223,-216.02543646750817,-216.4995150358952,-216.84051689837796,-217.03953624545557,-217.0961997942678,-217.031204477897,-216.85657094562026,-216.59751089487398,-216.27771488405398,-215.91160250064,-215.5099118128245,-215.0858104911502,-214.6431118196549,-214.18282703208166,-213.70967165186644,,,,
27,PJM_BaltimoreGE,SH,PJM_BaltimoreGE_capacity_SH27,,,,,,,,,-641.6556313892278,-647.0826963792837,-652.3110665044618,-657.3113164120564,-662.0938289160816,-666.662979282581,-671.0475009268163,-675.2554634503896,-679.270898007798,-683.1092120896559,-686.7824110357379,-690.2680388993969,-693.5643518281686,-696.6882747720058,-699.6947359565279,-702.5604671715746,-705.2672308873807,-707.7810468716466,-710.0350588578451,-711.9836537593873,-713.5461373113646,-714.6700223313853,-715.325956763081,-715.5127103286703,-715.2984966528013,-714.7229337820002,-713.8691152479907,-712.8151211630139,-711.6084760720832,-710.2845708493064,-708.8868039311718,-707.4277432631333,-705.9107217022229,-704.3512808238233,,,,
28,PJM_ComEd,SH,PJM_ComEd_capacity_SH28,,,,,,,,,-2018.3316012572043,-2035.4024664310846,-2051.848335726845,-2067.576651522705,-2082.6200730218407,-2096.9923626495884,-2110.7839015343898,-2124.0200726560333,-2136.650645916103,-2148.7240856678764,-2160.2781547789523,-2171.242217935717,-2181.610789839884,-2191.4371080220963,-2200.893949542425,-2209.90812410755,-2218.4222654592277,-2226.3294885748483,-2233.419496670792,-2239.5488135121573,-2244.4636148091913,-2247.9988018177987,-2250.0620474702646,-2250.649481920517,-2249.9756715302115,-2248.165235100108,-2245.4795438279853,-2242.16419917085,-2238.368689867434,-2234.2043381225353,-2229.8076539760013,-2225.218169974937,-2220.4463696409402,-2215.541139091726,,,,
29,PJM_DaytonPL,SH,PJM_DaytonPL_capacity_SH29,,,,,,,,,-356.6465509381466,-359.6630350391745,-362.5690800903738,-365.34833082259513,-368.00655823608525,-370.54619420156655,-372.98320939388185,-375.3220890780828,-377.55395741268615,-379.6873782255731,-381.7290243530972,-383.6664142778709,-385.4985787276927,-387.23492496828266,-388.90598333594284,-390.4988208390586,-392.0033006506933,-393.40053579774633,-394.653366072002,-395.7364386997697,-396.60490200383794,-397.2295824343261,-397.59416546182854,-397.69796727043826,-397.5789025183733,-397.2589918019741,-396.78442036460945,-396.19858687897107,-395.5279065500926,-394.79205041734104,-394.01514030234864,-393.20416175028816,-392.3609672376395,-391.494195119597,,,,
30,PJM_DelmarvaPL,SH,PJM_DelmarvaPL_capacity_SH30,,,,,,,,,-367.31513135066376,-370.4218493348183,-373.4148246401574,-376.2772127526372,-379.0149573038678,-381.6305629105667,-384.1404779878727,-386.5493219712389,-388.8479535108564,-391.0451926094836,-393.14791171199676,-395.14325593395483,-397.0302270087403,-398.81851360720833,-400.5395593377703,-402.18004433654073,-403.72952854764935,-405.16856002073536,-406.45886695217143,-407.574338175668,-408.46878033911514,-409.11214720688207,-409.48763622334104,-409.5945431171934,-409.47191671037984,-409.14243631443725,-408.65366873939035,-408.0503108682409,-407.35956807976225,-406.6016998448225,-405.801549555452,-404.9663117195918,-404.0978942279519,-403.20519383998413,,,,
31,PJM_Dominion_VP,SH,PJM_Dominion_VP_capacity_SH31,,,,,,,,,-1921.7487668618628,-1938.0027432038746,-1953.6616314754617,-1968.637303196937,-1982.9608547369016,-1996.6453899499961,-2009.7769649738848,-2022.3797481415006,-2034.405913005677,-2045.9016047643058,-2056.9027792257352,-2067.342181174445,-2077.214587799075,-2086.570689064941,-2095.5749941646477,-2104.1578151659223,-2112.2645309470568,-2119.793371233896,-2126.544102534408,-2132.3801143544,-2137.0597286090956,-2140.425746992886,-2142.390260547492,-2142.949584609842,-2142.3080179387057,-2140.584215975309,-2138.027042571712,-2134.8703464655805,-2131.2564629397466,-2127.2913871189285,-2123.1050966542603,-2118.735232349463,-2114.1917760601905,-2109.5212745661574,,,,
32,PJM_DukeOhioKentucky,SH,PJM_DukeOhioKentucky_capacity_SH32,,,,,,,,,-547.9398556887452,-552.5742811686969,-557.0390317790435,-561.3089798302173,-565.3929916943564,-569.2948036164604,-573.0389524082431,-576.6323290812077,-580.0612970887827,-583.3390136102566,-586.4757305686578,-589.4522717773165,-592.2671480787769,-594.9348124820689,-597.5021707767577,-599.949353146241,-602.2607857079895,-604.4074511469952,-606.3322577597953,-607.9962543911896,-609.3305324214983,-610.2902705825232,-610.8504037758788,-611.009881409632,-610.8269542990445,-610.3354541532673,-609.6063384385084,-608.7062834268058,-607.6758725574107,-606.54532775857,-605.3517089918322,-604.1057486156172,-602.8102927129514,-601.4786129643994,,,,
33,PJM_DuqLight,SH,PJM_DuqLight_capacity_SH33,,,,,,,,,-286.06228594122973,-288.48177474653454,-290.8126816015358,-293.04188812427304,-295.17402317073396,-297.2110373177463,-299.1657404683961,-301.0417302045763,-302.83188731120487,-304.54308074067643,-306.18066270182624,-307.7346219064854,-309.20418091205437,-310.59688518316557,-311.93722276763583,-313.2148202547716,-314.4215470068923,-315.5422539900723,-316.54713540896506,-317.4158560819243,-318.1124409707011,-318.6134902909823,-318.90591833770907,-318.9891766296444,-318.89367609820476,-318.63707922213933,-318.25643067848216,-317.7865400664973,-317.24859473235585,-316.6583726009345,-316.0352215207376,-315.38474452091396,-314.70842745252537,-314.0131990455069,,,,
34,PJM_EKPC,SH,PJM_EKPC_capacity_SH34,,,,,,,,,-213.64466355658632,-215.45165069607407,-217.19248070160924,-218.85735615340576,-220.4497340971097,-221.97107131451511,-223.43093483899028,-224.83201151256537,-226.16898437321592,-227.44698347511363,-228.67000609756468,-229.8305753434116,-230.92811058224362,-231.96824711913928,-232.96927377088477,-233.9234431903235,-234.82468303783887,-235.66167930800145,-236.41217164203013,-237.06097277737854,-237.58121487679284,-237.95542188945274,-238.17382080020707,-238.2360019776744,-238.16467772449022,-237.97303920396212,-237.6887531095007,-237.3378168741434,-236.93605419666807,-236.4952487676117,-236.02985046305875,-235.5440438866295,-235.03893874123077,-234.51970972569055,,,,
35,PJM_FirstEnergy_ATSI,SH,PJM_FirstEnergy_ATSI_capacity_SH35,,,,,,,,,-1357.640258083318,-1369.1230559476214,-1380.1854473907292,-1390.765173092396,-1400.884201419466,-1410.5517897321645,-1419.8287333222386,-1428.7321061706002,-1437.228120764961,-1445.349376880825,-1453.1212758889476,-1460.4963046129292,-1467.4707733410414,-1474.0804925490238,-1480.4416815401264,-1486.5051085188159,-1492.232185801285,-1497.5510166736383,-1502.3201440138603,-1506.4430578567603,-1509.7490220983036,-1512.1269822906472,-1513.5148341968245,-1513.9099747466485,-1513.4567330139107,-1512.2389344219064,-1510.4323915378995,-1508.2023093387481,-1505.6492421286637,-1502.848071313039,-1499.8906210131515,-1496.8034829830117,-1493.5937090128011,-1490.2941825798573,,,,
36,PJM_JerseyCntrlPL,SH,PJM_JerseyCntrlPL_capacity_SH36,,,,,,,,,-433.628063380244,-437.2956501142395,-440.8289597294104,-444.20810670136655,-447.4401076903119,-450.52791948186194,-453.49095999211545,-456.33468262246646,-459.0482956971141,-461.64221153068615,-464.1245432791839,-466.48011531228553,-468.7077491421389,-470.81888257574155,-472.8506358672223,-474.787284462137,-476.61650351780355,-478.31532934216574,-479.8385807633293,-481.15543265729445,-482.21135219351135,-482.97086876416535,-483.41414637821003,-483.5403536193131,-483.39558895603807,-483.0066260905852,-482.429619267503,-481.7173346844266,-480.9018892205807,-480.0071998735725,-479.0625951165701,-478.07656831202695,-477.0513717901178,-475.9975084793692,,,,
